Simulation_number,lambda0,lambda1,mu0,mu1,rho0,rho1,q01,q10,e0,e1,nloglike,Comments
324,0.002777236,0.000457773,0.511280324,0.000255266,0.011664398,0.018298574,0.113979428,0.039030622,1.65856E+12,1.583038746,14123.10174,
363,0.477149701,1.48E-05,0.131683868,0.000346511,0.03363165,0.03103484,0.057247819,0.03905341,0.868067698,7522.288643,14161.34566,
187,0.155941425,0.000566098,0.009435977,0.031119384,0.063288394,8.69E-07,0.056025257,0.035721679,217.9637946,71.40257695,14177.67104,
337,0.043538389,0.029099901,0.123690844,0.013625389,0.050940224,4.18E-05,0.310198714,0.180554636,45.87461824,1774.474345,14184.66849,
426,0.039365582,0.029718796,0.019313686,0.002129898,0.054612491,0.019249888,0.021870715,0.029598033,44314.33822,2026059296,14207.06506,
456,0.280340089,0.019316884,0.079784691,0.004438723,0.082711512,5.89E-05,0.231681801,0.082036136,394.0713771,0.047576711,14224.45387,
238,0.064102964,0.026506204,0.495224688,0.002194252,0.074093138,0.005858398,0.288981877,0.05136041,38.65737964,127.3577508,14233.02409,
226,0.058857898,0.021732301,0.25220871,0.000208184,0.096481347,0.009178802,0.494096986,0.120795082,2209.914173,178.5963303,14241.73991,
492,0.17911712,0.003239276,0.001093542,0.031981972,0.062484893,0.000414363,0.039584386,0.036453311,28.53474237,226.0191586,14243.60385,
218,0.218233688,0.003629743,5.84E-07,0.009233225,0.053627054,1.02E-11,0.066152233,0.036058343,1589806560,78590519.35,14268.42456,
382,0.126971606,0.025517641,0.002889933,0.046140269,0.058109478,0.022435618,0.027270834,0.001615,0.037972019,52332.72448,14271.39884,
208,4.087460221,0.000187606,4.141296772,2.12E-07,1.23E-10,0.00665107,0.04832665,0.031505528,465.6645123,1551.047005,14291.81676,
454,0.169589272,0.007250479,0.108713861,0.003406012,0.041694415,0.013326543,0.347934658,0.120950649,4.328880709,13027.93187,14299.35862,
129,51.60544576,0.008265775,56.28448585,0.018931682,0.013620937,0.009057609,0.016681999,0.011938493,3115.360026,53.19257912,14320.57579,
74,0.006650333,0.014244235,0.196287585,1.56E-07,0.070097538,0.014324623,0.586916431,0.172157943,69913.96375,369.3557522,14337.87699,
13,0.026070583,3.80E-07,0.163184327,2.09E-05,0.062567716,0.005187498,0.695295317,0.449991549,1.56423E+14,1.86E-06,14338.53454,
209,0.004133471,0.196637947,0.05368958,0.169265121,0.056838492,0.008308621,0.032923143,0.018025369,0.502932837,313.5192004,14353.65923,
365,0.11995274,0.26921087,0.005771186,0.188837948,0.03353312,0.004105288,0.014803942,0.002281377,368.7017914,20.79404249,14353.76518,
259,2.986047862,0.004259249,3.096754099,0.011622418,0.000460643,0.033573473,0.011377926,0.027136889,815.9538999,243.3946979,14383.61719,
89,0.524777178,3.53E-05,0.586064338,2.57E-07,0.066736883,0.003143674,0.027741904,0.000980171,0.032512311,562.4461702,14383.73997,
107,0.104704636,0.366841527,0.018605315,0.298812316,0.036723298,0.005746425,0.006545275,0.005210053,20.9682452,2.3931037,14387.53657,
446,0.188253287,0.000144102,0.231420947,0.000906889,0.054123593,0.002026535,0.893766153,0.441492231,6403.251743,22477.75739,14387.66997,
99,0.126395237,0.002106808,0.183070698,0.000508342,0.058328788,0.00740268,1.034052721,0.384152449,195333.914,24303.99366,14391.96122,
121,0.26050327,0.00187808,0.332246543,0.009092293,0.020203461,0.013679645,0.552227286,0.233289992,653.0584225,5.468246105,14443.89335,
375,0.210654242,0.017169699,0.425960171,1.92E-06,0.171512556,1.26E-05,0.417874685,0.086151669,3.7673E+11,0.001887477,14445.59952,
135,0.05257489,0.003901688,0.10965078,0.008250879,0.052738501,0.020694111,0.561386319,0.289539047,0.043044006,8.335028578,14458.27675,
222,0.154389848,0.24889578,0.093776318,0.219878778,0.025916291,0.001786848,0.018772739,0.000231613,386.8632275,20892.70841,14478.3423,
283,0.225938657,0.007402464,0.031037742,0.046285269,0.01708544,0.019150546,0.201100689,0.104029256,837424.9849,1.3117612,14480.09267,
221,0.048832157,0.019800005,0.009607399,0.068268864,0.083085726,1.27E-06,0.050422129,0.02273304,495.336628,32.36046098,14491.19338,
160,0.120540602,0.013704701,0.006649343,0.071626657,0.004566483,0.028948164,0.173940474,0.122478715,2.62531E+15,1.84E-05,14507.98169,
319,22.34302186,0.060067069,24.14301745,0.003887749,0.010759523,0.011125968,0.020299768,0.005155024,32.87100439,1.974083115,14511.96209,
420,0.000185182,0.039472716,0.152100069,0.042182003,0.045577328,0.009447374,0.376331642,0.155846985,15152.9339,27.71363926,14512.05477,
65,31.55763774,6.20E-05,34.12602451,2.89E-07,0.010423609,0.013138637,0.043321963,0.020533631,99486624773,0.085784935,14518.40729,
134,0.482185431,0.087378487,0.571458261,0.01787712,0.058999228,0.008849043,8.20E-07,0.014795127,4846101543,4.32E-10,14534.92985,
486,0.064153473,0.003295745,0.138429704,0.003418915,0.060501819,0.004722475,0.905810177,0.594467065,0.035331984,77.39064806,14550.68567,
497,0.214568222,0.001647845,0.182505547,4.81E-06,0.086751423,0.008054144,0.891048245,0.44312084,276342877.6,37.40678963,14557.04156,
27,0.003957003,0.064689706,0.000153624,0.125257387,0.009411703,0.033989917,0.150119338,0.181744222,1275.010236,17.1677016,14562.13025,
113,0.022606175,0.049711271,0.122236161,0.019402853,0.030014489,0.016506549,0.465630129,0.427126468,1100559.856,29.18937512,14590.78443,
7,0.126874297,0.01253184,0.148490457,0.077856091,0.069803854,0.017484788,0.000256163,0.007002015,1.371941704,1.92205E+11,14594.69682,
231,0.078242113,0.029552056,0.000221407,0.008642134,0.040614258,0.017028157,0.100933271,0.084794599,10.39149881,1628.816906,14612.31027,
17,0.020071294,0.096675562,0.002628802,0.128675134,0.022673454,0.021238359,0.075607268,0.078702213,0.031439225,7.651945533,14616.2993,
498,51.51469504,0.016800912,56.70972576,0.01562742,0.019226857,0.014953889,0.022030974,0.002302745,236.608172,0.487201747,14631.46578,
207,0.071471692,0.014543332,0.115337941,0.013354467,0.05119269,0.000463346,1.832230624,1.379261528,13.32923393,13.54561564,14634.498,
408,0.043085555,0.002412786,0.234964162,0.09224521,0.023479009,0.027970607,0.167504553,0.116561644,17.68802958,55.35368201,14638.86067,
159,0.001032605,0.086886714,5.75E-06,0.142738687,0.006676893,0.038738024,0.187641374,0.269588434,177338.7789,0.137543809,14641.2092,
148,0.026969598,0.021867009,0.0953249,0.035386341,0.036414979,0.00567893,0.852533206,0.788999989,47.238357,32.84548129,14651.18752,
308,0.188611378,0.034062892,0.092799123,2.68E-05,0.089275084,0.00174501,0.79821199,0.465419553,97.78561864,1.900403436,14658.59259,
204,0.0158498,0.055727102,0.100561154,0.005846935,0.018671412,0.016674248,0.827038465,0.662190991,320.631835,21.27025908,14660.01824,
487,0.040177984,0.238257286,0.000117495,0.144730751,0.024234046,0.026437024,0.020526428,0.012068933,2.178197289,60.13413597,14663.61824,
62,5.80E-05,0.175200343,0.000775531,0.195407033,0.010988385,0.026510416,0.115438038,0.12283599,550394.8824,12.26835117,14672.15207,
81,0.09140287,0.021081598,0.179989243,3.78E-06,0.050395743,2.84E-06,1.725891297,1.156995988,5.564541768,136.0906923,14682.45045,
199,0.036043134,0.085292409,0.019708651,0.145534818,0.015450892,0.065674045,0.045554878,0.040681108,3037.594797,25.73204817,14700.56245,
345,0.001209373,0.008412671,0.007759091,0.131878675,0.010938546,0.041092296,0.133621016,0.166965111,32431.99002,292.2474984,14701.28547,
418,9.44E-05,0.063794067,0.003909952,0.128515236,0.001629252,0.058098541,0.209646545,0.265753621,1398811.001,3940.796149,14706.633,
303,0.008290784,0.063892206,0.000330054,0.112816449,0.000531435,0.053229751,0.22892941,0.313006786,20.40405668,3.543071868,14714.42283,
350,7.87E-05,0.015203089,0.016376757,0.10834217,0.016543216,0.030323457,0.188785003,0.201755813,287.9332476,0.578860739,14717.55585,
112,0.020724505,0.078657725,0.049009902,0.012808248,0.050464854,0.002455346,0.909797384,0.816794416,15.51136712,0.140911749,14734.59288,
96,0.132611481,0.000445401,0.065778311,7.32E-12,0.075184873,0.000495809,2.25565577,1.468312094,4.399018795,60.79549826,14751.93857,
390,0.076671157,0.021355894,0.114392809,0.003721701,0.051969211,0.004885091,3.468992892,2.215230211,766.4529217,0.000455227,14752.947,
402,0.000295648,0.107561176,0.047386469,4.15E-13,0.033800969,0.033996485,0.058089564,0.029499079,9.79E-08,806189.8003,14762.2815,
336,0.176823644,0.013495051,0.027645372,0.042738007,0.046982341,0.01053328,1.016845075,0.706752731,149.6185076,0.45991334,14771.35942,
442,0.010672977,0.031736175,0.124822443,0.018412286,0.059740916,0.000196535,2.547662051,1.38399201,2659.106597,15.43121249,14771.79108,
271,1.86E-06,0.100958941,0.116292166,4.66E-07,0.056804405,0.000982084,1.820443815,1.351796109,344537374.9,1407577.593,14773.45218,
325,0.011902645,0.024054317,5.60E-06,0.11736763,0.012473845,0.031708424,0.955711901,1.022221475,21546.09643,57.24359447,14779.11962,
449,0.019973706,0.045864273,2.66E-07,0.108610508,0.012545019,0.033964073,1.057823789,1.172966686,5150.45245,206.8169867,14779.78557,
343,0.018068537,0.049033798,0.093766309,0.005842695,0.0459551,0.00393228,4.210904673,3.438962243,75.31680832,13.18454942,14780.9615,
272,0.098724314,7.02E-05,0.10145563,0.009478708,0.039939051,0.008384513,3.412031712,2.403193502,7.192528622,80.79455839,14785.45111,
18,0.022629864,0.041194212,7.55E-06,0.095718654,0.027851444,0.016042461,1.008486759,0.863756656,68.06163358,0.001947761,14786.15067,
92,0.020836547,0.049839699,0.000401647,0.100255024,0.029389469,0.017822412,1.169177371,1.143383793,14.67826719,0.497148897,14796.58337,
109,65.80074077,0.027122688,72.18358485,0.019616533,0.022614992,0.010587097,0.002371465,0.016940931,38.65545083,7.981965069,14797.24376,
237,0.003049705,0.015082429,0.13085181,0.077712782,0.046191947,0.013144785,0.582495801,0.410660534,965.6173547,98.49235057,14800.90483,
443,0.003946945,0.023044274,0.002000742,0.144862263,0.000310236,0.047281805,0.551285596,0.679372242,25403.10007,1.904075424,14806.72873,
385,0.09473257,0.255088933,3.62E-05,0.212068775,0.050442744,0.000247191,0.023721834,0.008841157,25583313.77,155.675482,14810.71406,
53,0.000474019,0.056076005,0.003272833,0.136617532,1.30E-08,0.051467893,0.195371886,0.292949459,522501976.1,9.971834086,14812.8292,
40,0.002467061,0.042767344,0.014995757,0.102399413,0.008790311,0.03508007,1.051239615,1.098941267,37047.91386,11.60246018,14820.02495,
424,0.124771989,0.032966438,0.01292568,0.045053448,0.034606292,0.024619823,0.802146141,0.567830382,514.062055,9.2079816,14828.95033,
383,13.43507746,0.001707498,14.32707606,0.058631114,0.035372887,0.000191273,0.038457981,0.022951781,220.0615392,7.230025303,14829.13457,
471,0.000392778,0.060207979,0.000617833,0.101131694,0.004468585,0.039780949,2.539561844,2.651477971,119.098009,0.01595551,14834.67469,
30,6.997956758,0.102523698,7.225059767,0.028509899,0.000948671,0.016398423,0.011967518,0.008214152,0.310312008,1341.668948,14834.79013,
291,0.071555887,0.009735504,0.283114181,0.019502167,0.040846179,3.31E-06,1.889069215,1.333540782,15164.26019,0.766231388,14839.30272,
458,0.000545126,0.061797082,0.100771631,0.050857559,0.052725887,0.002713183,1.384545093,0.961602655,52.57795636,154.1726161,14841.26776,
78,0.076178789,0.008201831,0.000494677,0.080665935,0.051565706,0.000512766,3.153033326,2.646670304,186.0809796,0.34436961,14843.10975,
472,0.056918229,0.00671038,0.09829258,0.003228699,0.037324739,0.011347591,11.22656667,9.44107884,258.4944322,1.47551716,14843.35653,
465,0.070295132,0.00142909,0.001033902,0.09337654,0.040655137,0.004182252,3.854984458,3.460001368,1294.824117,0.167839208,14849.06436,
411,0.046519722,0.020172474,0.091854381,0.010475397,0.039134954,0.007949503,11.62853401,10.05325386,7.826456133,0.758446681,14849.14798,
295,0.034261104,0.01374313,0.108733933,0.01282424,0.04935819,0.001961945,11.36594606,9.019703809,16.73038398,4.331647785,14850.61716,
360,0.015259723,0.007892589,0.299202271,0.00022833,0.132153317,5.45E-05,1.875638119,0.603474411,9625970.931,0.006120908,14857.66575,
75,0.000305357,0.163984769,0.004679447,0.049751989,0.025839977,0.026159733,0.111300916,0.113020474,186.4145993,8362.035821,14859.0788,
97,0.061022879,0.018872862,0.082392361,0.017994734,0.042840402,0.001110121,7.317265607,6.600006484,68952.33725,2.479578669,14859.59413,
439,0.007196533,0.04947942,0.108880769,0.003234287,0.038664998,0.008636255,9.65252849,8.393997316,12.08627931,17.21152687,14860.91531,
215,1.08E-05,0.053402959,0.000116376,0.112074479,0.021544992,0.023055649,3.199392612,3.01944802,27655.59912,18522.40612,14861.24324,
102,0.028402619,0.037500003,0.108901999,0.004974109,0.045793866,0.001200497,7.322861295,5.242094194,153.9323014,980.6993924,14864.10706,
391,0.007306309,0.063975014,0.000942266,0.093628888,0.014965163,0.032728566,3.306669329,3.377369172,12802.86064,8.300376272,14866.42642,
300,0.072280222,0.016076121,0.10040777,0.004358648,0.042654062,0.005150816,19.32700365,16.02285683,132.8934778,1.986414661,14872.38256,
250,0.078490289,0.000150514,0.11628921,8.96E-05,0.048478419,2.24E-07,27.49322127,22.76787818,346.0234952,0.000544245,14877.07582,
260,0.064846106,0.131704382,4.11E-05,0.051717618,0.067273316,1.26E-05,0.059917638,0.035313257,71765.81994,23569851.78,14877.27928,
228,0.001472596,0.089991354,0.00244658,0.093036124,0.039972519,8.96E-05,0.833610147,0.824295599,360.3534516,37.18324252,14879.0648,
54,0.003543565,0.039222212,0.013758191,0.093879868,0.013742449,0.02953558,3.997798629,4.020295478,19.93664746,3.477923795,14879.97598,
470,0.066349406,0.002731989,0.011421172,0.087593869,0.033876966,0.009748152,10.37393736,9.305653223,3.58922094,0.790928417,14880.24299,
404,0.056616178,0.001915582,0.001347925,0.092297343,0.036488435,0.008906081,11.65308589,10.68819163,88.91097887,19.19643629,14880.45639,
49,0.026795103,0.037997479,0.085342252,0.020953414,0.043931533,0.002017993,19.12178189,16.81120229,52.35666515,4.892034275,14881.19879,
407,0.047899801,0.010305861,0.116145837,0.011782074,0.042995441,0.001276205,16.57957179,14.1168342,35.99443395,60.02788318,14882.70556,
217,0.060224355,0.010802252,0.000269129,0.093478876,0.016408199,0.02681319,11.22098373,10.22674993,1902.587966,121.3952164,14882.75679,
265,0.039904961,0.033095246,0.000127554,0.090489888,0.046211328,0.000380773,1.324583271,1.1980587,6218.923104,62741.2813,14884.0853,
132,0.074223897,0.007324022,0.000388544,0.101080457,0.019141539,0.026175286,4.319316524,4.081009582,237470.9218,7.877650613,14886.09618,
211,0.053548628,0.016979149,0.001676897,0.08877859,0.026568339,0.017232687,10.3554062,9.527323603,1.450741164,0.694543466,14888.29805,
161,0.066240602,0.001350958,0.011339131,0.085307521,0.040312058,0.005662416,17.53156442,15.43198286,52.62079358,12.16250668,14890.32291,
68,0.022425725,0.036931871,0.0017878,0.097160887,0.000370887,0.042215416,15.05618843,13.93610998,11.42591573,3.983934029,14891.19734,
248,0.041848576,0.025758374,0.001192841,0.091619285,0.040062745,0.009081686,9.872546751,8.868853005,17.434381,7.485933976,14891.62116,
191,0.050514866,0.014248125,0.09583391,0.028081542,0.033613732,0.013615023,10.7426107,9.586643991,3.99720454,3.650897135,14891.74197,
406,0.043381636,0.024406351,0.107934766,2.20E-06,0.053285785,0.000228378,29.67742753,24.68011916,0.338689351,5.18E-05,14892.0186,
307,0.028515785,0.043042215,0.001814653,0.09196812,0.005355832,0.038740388,2.884033474,2.902225169,292116.4876,0.028148078,14892.27713,
323,0.034440902,0.004757927,0.001351411,0.140077348,0.000281117,0.039455109,1.320754019,1.434427843,2660517.122,3.194672563,14892.32388,
230,0.066555191,0.000251424,4.23E-05,0.095907668,0.046619904,7.07E-08,19.77748902,17.68517445,186395.7987,56310.61743,14893.22915,
80,0.043090518,0.38129985,0.069468472,0.360017638,0.056361663,0.012420984,0.000196268,0.008033519,13.51350167,38076.08591,14894.44112,
434,0.01765787,0.043586837,0.107408757,0.009251847,0.00700267,0.039157884,7.694043934,6.720560974,11.29558075,3.279587406,14895.85896,
298,0.001483325,0.059236345,0.000229281,0.093364967,1.81E-06,0.045060497,10.4917276,10.3234567,634867.5124,202.2745026,14895.88388,
2,0.033631458,0.034411693,0.10770609,0.002239861,0.025603284,0.019438464,34.52106282,30.25861012,155.9010472,2.476085066,14896.33886,
145,0.054306066,0.001577199,0.108831188,0.008645737,0.00469317,0.036663349,7.101390464,6.110961584,37.83593686,51.95671524,14896.71798,
165,0.069594041,5.01E-05,0.124660246,0.001437475,0.034651501,0.010938636,22.51525885,18.67784444,944425.3991,56.79386159,14897.00193,
263,0.015377128,0.047585388,0.022339525,0.074441954,0.023915778,0.020716731,8.934553217,8.201883001,105.3674227,9.631565791,14897.83541,
455,0.05397142,0.01085715,0.000151949,0.090935565,0.002228011,0.040079932,11.69536968,10.75865072,25816.75581,32.44287857,14897.91947,
84,0.061939313,0.017748531,0.045919925,0.054781613,0.047126144,1.21E-05,15.48666851,13.20747377,114.7116608,43.84243266,14898.10008,
333,0.00022313,0.057571646,0.088881975,0.013642412,2.70E-05,0.042188161,5.937652557,5.175291292,200.6905168,35.97096445,14899.93065,
252,0.007520723,0.054976021,0.00358537,0.091083749,0.003223466,0.037990756,34.53516479,31.25085335,415.8817929,75.08650152,14899.96368,
95,0.063620033,0.008574848,0.107109996,0.009960058,0.005497227,0.033707721,20.5338929,17.63552047,1.343874015,0.023492291,14900.18755,
240,0.099245619,0.001668747,0.145008054,2.14E-05,0.046537334,0.008182422,4.500499107,2.978689961,19.99851345,5896.648914,14900.42723,
254,0.031068331,0.035712339,0.100790308,0.026027111,0.033973987,0.010895246,5.647005929,4.410640858,4.983239318,38.24793282,14901.21907,
247,0.031441729,0.033131034,0.068469209,0.04840237,0.043375279,0.00017385,5.897509585,5.553747671,648918.6175,25.70820704,14901.98566,
239,0.069857269,0.001395407,0.000948083,0.09153684,6.55E-12,0.040430043,46.14895201,42.64686238,13565.57719,1825.936781,14902.97549,
409,0.061287799,0.013937668,0.012680225,0.09661848,0.004605201,0.040450687,4.008788147,3.944672663,25.01330397,63.15900269,14903.07595,
77,0.045072074,0.024280863,0.079173431,0.025044868,0.047135402,6.16E-06,42.26255634,36.68878712,5.337766614,3.100902694,14903.58971,
59,0.069698836,0.00023728,0.084040033,0.017194753,0.000150124,0.040857352,25.17494554,22.21305203,42.75540273,6.773073659,14903.62829,
88,0.071541238,0.001415327,0.030388132,0.065733751,0.038131091,0.008471386,16.18808158,13.47996867,114.1395661,135.048315,14903.71401,
496,0.011911095,0.058470491,0.099043492,8.72E-07,7.13E-06,0.042531375,52.49578447,46.5118529,31621.41293,7615.482193,14905.36312,
21,0.044692768,0.022141895,0.003737867,0.083462044,0.044962998,0.001927376,26.97816108,23.70828056,503.3907892,313.4406073,14908.20581,
140,0.0608321,0.014967222,0.012672342,0.084421646,0.000753536,0.041879907,4.269732854,3.780628724,1950.24328,0.162421777,14908.61603,
31,0.068035621,0.007107995,0.109216876,5.11E-06,0.036806638,0.008470611,76.15958713,65.77371182,1029.827767,0.836858348,14908.99563,
419,0.000309416,0.062858099,0.000280356,0.094497013,0.045344177,9.90E-09,10.13063048,9.199579907,120301.0109,10611.93852,14909.26626,
190,0.06646647,0.000265666,0.025350851,0.071335452,0.019689664,0.024162171,377.847809,340.6129184,2.942309441,0.194352684,14910.14117,
313,0.043348967,0.020523921,0.086400592,0.021020679,0.00016671,0.042834939,58.08168711,51.47217949,17.88217862,1.806670389,14910.14557,
395,0.057856973,0.027344212,0.100914374,0.004046038,0.022209533,0.021100162,34.3001138,29.25068952,161.18246,0.031950766,14910.45077,
334,8.78E-05,0.060780004,0.101207667,0.000655763,0.046304545,3.40E-05,802.6186016,712.7318726,6255.954018,606.0681809,14910.48996,
288,0.066948783,0.000845241,0.100212814,0.003147141,0.000622697,0.040557335,748.4961569,667.0225361,38.08023001,3.95476596,14910.63927,
480,0.001514067,0.062049443,0.093018148,0.007773587,0.004620996,0.038281509,7.144161568,6.466845534,16671.42106,1.763546786,14910.7202,
154,0.0178285,0.044991001,0.06892497,0.028208295,3.79E-06,0.041975668,87.62183828,78.82707482,428.1464031,107.5306884,14910.87126,
330,0.059842101,0.004715155,0.01423287,0.078490824,0.04736245,1.73E-06,341.1816956,301.4450238,342.7059126,60.11302671,14911.17182,
341,0.044273363,0.019211876,0.01026673,0.084304631,0.004511619,0.038464566,298.474967,268.1994557,0.98925882,0.000923957,14911.36053,
234,0.037290885,0.025729371,0.06967026,0.029871545,1.29E-09,0.04119985,478.2717673,425.4816782,1642.74061,210.0968693,14911.46762,
414,0.028134681,0.036615137,0.00113643,0.092231013,0.04703027,4.74E-08,300.7118107,269.9004508,2861.466412,411.0475613,14911.65419,
198,0.053514391,0.009167208,0.016011334,0.084037422,0.019978542,0.024730673,4.492453765,4.068303553,2.506001676,20.73070211,14911.76214,
478,0.000769029,0.059660479,8.13E-05,0.09150594,0.046037013,6.63E-06,2922.099966,2609.248841,117.3662728,15.23589158,14911.87377,
43,0.003344415,0.054158819,0.06766472,0.033382796,0.046407561,0.000164435,104.9447772,93.48732421,39.48657066,0.830628886,14911.90981,
117,0.062184313,0.005283562,0.092644463,0.009476738,0.004228325,0.037573569,5310.279424,4743.753234,0.03132742,0.001576258,14912.01031,
183,0.000471357,0.061688746,0.037238527,0.057775893,0.001171025,0.040432955,445.7340342,397.3110195,76.56839153,6.963838405,14912.39214,
131,0.012970082,0.048007051,0.037541369,0.058936586,0.002144761,0.039179261,71.41185012,64.27316133,0.199914373,0.001089151,14912.76046,
60,0.055964251,0.010296738,0.021965387,0.073110232,8.72E-05,0.041602202,192.3738907,170.2768761,12.11338853,0.614542879,14912.80979,
396,3.37E-05,0.059176261,3.41E-05,0.0926117,0.045223927,0.001150474,587.6183192,521.9890435,168.1515331,51.03553565,14912.9818,
276,0.046050487,0.034308617,0.044127445,0.045454863,0.041732085,0.007777925,10.48217336,8.835097337,5978.725788,4.725820353,14913.15777,
321,0.072069697,0.000232761,0.034255983,0.061541511,0.013797782,0.029452728,45.98447853,40.96554516,2482.376415,38.70388705,14913.44224,
19,0.069944214,0.00053178,0.0763216,0.032035009,0.045581463,0.001156322,60.68248571,54.28801227,45.3151689,55.77518125,14914.51025,
180,0.004588603,0.05591816,0.094199434,0.018970234,0.040740911,0.01076512,12.88635263,11.70699218,37604.64543,7.493366076,14914.84027,
