OptimNumber,lambda0,lambda1,mu0,mu1,rho,q01,q10,e0,e1,nloglike,Comments
67,0.016871822,0.031953816,3.17E-05,0.12339852,0.020987606,1.236172051,1.169805778,33151.42231,620.1330594,14800.98484,
93,0.135807862,2.38E-05,0.000349485,0.072770132,0.018046412,1.062010803,0.869733472,3329.830762,3285.879085,14804.15455,
123,0.000273129,0.049147896,0.010510796,0.201941538,0.016785399,0.244531951,0.28751639,753.8323529,6333.742902,14810.23372,
351,0.003118901,0.067143275,0.083429937,0.000798829,0.02815475,1.365332966,1.485484861,1.468116037,0.026818932,14810.90818,
204,0.000771956,0.046728358,0.108475618,2.90E-06,0.017239572,1.735439352,1.045753285,7186.809867,8.088242919,14813.20623,
349,0.034694055,0.038540139,0.129312723,0.005106303,0.026044488,2.442768651,2.154290732,67.27750667,12.46712335,14816.42747,
374,0.073660135,0.010180728,0.105242454,0.001914472,0.021697406,5.910482439,4.819322142,8.017053841,1.575934412,14821.42829,
378,0.060333818,0.007944851,2.98E-06,0.085177366,0.020370259,2.500764113,2.306785411,2099.442867,76.59351066,14822.74559,
132,0.052967071,0.001639276,0.059877053,0.045847247,0.022378297,2.260994998,2.040911945,15.91195155,3.613575157,14822.77644,
467,0.028399709,0.040112021,0.096733757,0.010834269,0.021110094,3.625826131,3.177762497,4.143037245,0.005024996,14822.858,
155,0.052581933,0.012764555,0.010041925,0.086858025,0.02199325,2.466636845,2.20371303,34.30942636,1.764624829,14828.47796,
119,0.030720293,0.604394543,0.060701662,0.503668507,0.020471426,0.029114989,0.01457567,0.066350548,51.65250408,14828.72425,
346,0.056284025,0.004609633,0.003104014,0.097795012,0.020449087,3.003769248,2.802777392,9.51616669,0.228802628,14829.32499,
43,4.57E-05,0.085727945,0.119705256,0.001090963,0.021839183,2.456260139,1.97594067,24122.73272,108.4248659,14830.79065,
264,0.027848035,0.026169672,0.146308336,0.077760629,0.023708197,0.444905624,0.39672038,57980.93169,0.008692005,14830.86014,
147,0.002492914,0.052911178,0.117763054,0.001005239,0.021734951,3.929857991,3.067401879,1.001328319,2.02084403,14832.10993,
304,0.046787704,0.016223237,0.107055648,0.001192583,0.02220478,6.011442773,5.294163201,1282.767787,1264.139111,14834.88863,
399,0.028363468,0.06123841,0.048440084,0.077011092,0.017358578,0.915120478,0.785202301,174.6908215,0.831149089,14835.84237,
84,0.064752191,0.014734405,0.105625487,0.015734732,0.021837632,4.633506003,3.475523668,11.89436649,3.011496341,14837.01378,
144,0.042749069,0.033256553,0.092445585,0.006482101,0.021483103,4.27921301,3.85233888,121.3919542,0.159609911,14837.61938,
480,0.022844914,0.041964658,7.30E-06,0.09682989,0.022039181,2.31906521,2.173068065,7863.591466,47.2004072,14838.06491,
225,0.03799414,0.024548748,0.109845897,0.003104361,0.021028317,6.249703631,5.496661139,196.6536415,4.887028038,14838.95776,
244,0.033656374,0.023011672,0.120199736,0.005207264,0.021203965,6.14262691,4.976662843,702.6455973,2.234791624,14849.0322,
214,0.097208414,0.000290149,0.084100857,0.033423685,0.029837756,1.830511727,1.708296007,35.84561271,16.27327869,14850.04895,
472,0.067925241,0.006248565,0.029673756,0.069680046,0.023221037,3.058179268,2.751104139,15.47895344,7.57E-05,14851.87111,
347,2.78E-06,0.031835688,0.137556093,0.006135877,0.021492414,2.808283087,2.262816868,123.1174951,448.4132159,14854.88405,
411,0.034142594,0.028847745,0.091063146,0.015281587,0.022436543,5.223321443,4.553165671,284.9628508,0.608499184,14857.83906,
289,0.069594165,0.003415436,0.000105352,0.092699301,0.021877383,4.898884787,4.495306241,10266.68568,63.81752838,14858.08352,
303,0.004729408,0.396338554,0.075446766,0.346113844,0.019718006,0.024573472,0.002137935,0.242909359,56701.35097,14858.72048,
403,0.042428748,0.020038868,0.102181688,0.007371194,0.021679831,10.22913175,8.767555157,142.4892536,3.959892671,14864.68196,
74,0.05647077,0.014180401,0.000140547,0.093457047,0.021590783,2.764090353,2.538755331,126067.1835,0.040090182,14864.85916,
326,0.017569856,0.046196809,0.103714919,0.009573862,0.022453376,5.631864805,4.609268918,1053.654597,0.177612056,14865.36703,
183,0.045200334,0.013995959,0.002638668,0.093865588,0.022499197,6.457791234,6.127925076,2.359357136,0.133513028,14868.84651,
485,0.044168433,0.018673491,0.006484661,0.096049644,0.021479218,4.91057391,4.55237711,12.38468653,7.021810562,14870.01558,
313,0.062057635,0.009924829,0.101549275,0.004409152,0.022038758,16.89103437,14.45276892,28.86166437,1.691572978,14873.19313,
189,0.040289121,0.024344773,0.113952243,0.004375843,0.021129561,12.20578723,9.93129024,43.27422913,0.148665025,14873.87014,
353,0.044590513,0.015790604,0.012498956,0.086200075,0.022154037,6.479062058,5.747181404,57.36291955,6.006969048,14877.2999,
220,0.010960353,0.052316661,0.004802064,0.088661037,0.023198287,6.181099262,5.756954095,11.90290863,3.874230743,14879.89647,
235,0.056650188,0.002874148,0.019677625,0.074552504,0.022040688,7.944202206,6.841515625,3474.478708,632.7310293,14881.06974,
348,0.019453676,0.056285731,0.019595771,0.076706762,0.021584254,3.013993126,2.747694204,14.72936838,17.95216227,14881.21302,
479,0.017786242,0.044907217,0.092429398,0.011030537,0.022051064,11.03419926,9.581006475,7.57925832,5.481962778,14882.60499,
375,3.11E-05,0.073291611,0.004884782,0.093018208,0.021240178,3.376892518,3.326588011,4243.391317,0.683728192,14882.67959,
311,0.060101073,0.00764025,6.13E-05,0.092369194,0.020566961,6.22189425,5.53492701,5942.835886,0.542795576,14883.98374,
80,0.023745227,0.042235875,0.010441277,0.090313715,0.021188391,6.62114493,6.256476803,2.016916083,0.323093525,14884.45876,
159,0.003925851,0.063267473,0.009745123,0.086216116,0.021143053,6.858672048,6.234034863,19.0268577,1.08969257,14885.42027,
105,0.055652728,0.01522344,0.004085839,0.089724344,0.022150066,6.062917695,5.553776433,1426.395869,0.075220401,14887.07678,
335,0.057316724,0.016434346,0.043559731,0.078217255,0.02346035,1.204851843,1.067798883,0.316754909,14.34499676,14891.82245,
145,0.023773933,0.041588145,0.022175317,0.075895182,0.021572766,6.753905467,6.387587903,9.734997344,0.803265201,14891.91766,
338,0.057424316,0.012898507,0.024431082,0.069996682,0.021890723,11.10051784,9.873233601,10.30171495,1.433454381,14893.31661,
362,9.38E-05,0.061273565,0.101549613,0.005036707,0.021848407,20.05453532,17.49524845,205.9683841,3.033284085,14894.37399,
474,0.060090526,0.009170556,0.006443744,0.085691709,0.02210299,11.53575617,10.47959161,0.895891341,0.803734269,14894.4868,
215,0.060156534,0.009392734,0.089245568,0.014052253,0.021659882,35.4200715,31.08113424,3.46398859,0.481560772,14894.49993,
341,0.041005798,0.028100326,0.090439573,0.01088243,0.022016783,28.29071821,25.09027528,3.543930482,0.768690458,14894.55043,
36,0.007904505,0.042022778,0.083366102,0.030932481,0.020463133,6.633265065,5.352507038,13.11950112,7.455409754,14894.85333,
282,0.005026672,0.055847426,0.104457648,0.002618117,0.020954959,34.81051199,31.3860257,5558.946203,1201.371543,14896.33167,
258,0.037005092,0.038708706,0.103650478,2.61E-05,0.021221653,10.9672927,9.418738136,41478.56089,0.22174938,14896.6069,
224,0.037786313,0.03380125,0.103702502,0.000993465,0.022089116,51.22405887,44.91855407,4.328404458,0.610064789,14897.63862,
5,0.02463577,0.039341893,1.58E-05,0.09450799,0.021884967,26.70125135,23.984853,3.252468822,0.259074597,14899.89645,
491,0.029222052,0.053506748,0.081483035,0.018682142,0.023768739,5.179983741,4.278536591,4.961798574,13.70691246,14899.93839,
435,0.057476702,0.013410051,3.40E-05,0.119081804,0.020241474,7.578751264,7.019108877,926.4229138,1129.955652,14900.48069,
431,0.000250713,0.072980202,0.003136623,0.097250779,0.022519391,14.130365,13.117362,30.02379678,1.369797065,14901.20231,
342,0.026158916,0.068732403,0.079101681,2.66E-05,0.022921465,7.129693724,7.042009613,632.0330269,1.385328258,14901.47358,
188,0.002419285,0.058497617,0.092628229,0.015019833,0.021534146,34.3768847,30.2422427,14.96657135,2.550782118,14901.97039,
450,0.063750526,0.004626482,0.095105078,0.008387983,0.021762234,106.0473247,93.75340396,5.760968735,0.55736305,14902.22924,
453,0.04189771,0.033486485,0.008166647,0.090734698,0.021428658,2.185644179,2.134170815,13.8855964,197.374653,14903.36828,
14,0.043998334,0.024175431,0.002128683,0.087497975,0.020528974,23.40144189,19.78574676,28.15288633,1.308902018,14903.81794,
469,0.001779478,0.053351489,0.010332462,0.090666094,0.021894783,16.38564753,15.82603782,7.362571547,1.309121319,14904.9823,
383,0.053250821,0.012912476,0.029404903,0.066010583,0.021999827,27.56821969,24.62307216,11.82872196,1.035041616,14905.31716,
171,0.014738812,0.047824043,0.086211086,0.018492529,0.021411826,43.47094381,38.53014386,164.5146736,5.473332185,14906.21834,
25,0.021285341,0.045290697,0.091584304,0.013047052,0.02154973,94.40362418,82.47910276,8.993603684,0.675926023,14906.29808,
269,0.057669194,0.011619872,0.07474173,0.029581551,0.022944074,29.8756045,26.74469272,4.659656691,2.238361971,14906.31443,
363,0.067935171,0.004691353,0.088725018,0.01493633,0.022101051,33.14787993,28.99340807,0.454096277,0.582000068,14906.37982,
104,0.067473464,0.002578396,0.107973141,7.36E-06,0.021508913,225.7525953,197.3227263,1430.479224,321.8648458,14906.94832,
18,0.030527035,0.034227431,0.102563141,0.000370894,0.02175325,657.2808878,586.719396,2.228433355,0.000463986,14907.84943,
488,0.024923532,0.038560557,0.004654402,0.088150172,0.022043016,69.19040549,61.90527165,6.51197734,0.026395404,14908.04349,
167,0.052045999,0.025082146,0.097552177,0.006608344,0.02183667,29.45805211,26.19241462,0.017309631,0.068512846,14909.07977,
426,0.008330953,0.053091019,0.105468441,2.28E-05,0.021988018,190.0929337,167.4047706,19.0445273,0.024183015,14909.71377,
177,0.071476489,0.00054751,0.007613521,0.088921114,0.021947749,136.0593928,122.4333137,16.76899107,0.824081917,14910.05146,
193,0.002388083,0.055817525,0.002919838,0.088930246,0.021812763,9327.95655,8285.141007,2.002484712,0.073245321,14910.19507,
428,0.013426096,0.054008721,0.008959573,0.099682709,0.020544125,8.162295165,7.79829035,8401.299786,6.105252591,14910.26638,
370,0.051230887,0.010670186,0.001434492,0.090894725,0.022388777,10403.04496,9332.166748,1.373872101,0.034303593,14910.49614,
319,0.005252416,0.051201064,0.028533009,0.068667207,0.021501394,21.51476764,19.15242702,21.83785174,4.420713365,14910.62057,
498,0.016500556,0.046712435,0.086884228,0.016605658,0.022022541,118.2738076,103.4698612,64.20209813,1.595679745,14910.65648,
87,0.065373478,0.002635379,0.002556527,0.088094611,0.022049985,5867.693696,5221.651753,6.4111997,0.191675512,14911.04894,
423,0.044316307,0.023253208,0.098088843,0.009333056,0.022256332,22.85604967,19.40876166,1.809213022,4.430413038,14911.08001,
240,0.000345409,0.055396567,2.20E-08,0.088193329,0.022117215,960.6900863,820.3733274,3.730148683,0.145359183,14911.46608,
173,0.069232772,0.000354766,0.107078369,1.33E-06,0.021648315,74774.3427,66398.02513,24.91524025,2.832246361,14912.27419,
252,0.003023663,0.055603651,0.010547103,0.085869041,0.022099421,1518.480833,1373.16524,9.730306481,0.000594831,14912.92349,
125,0.044378644,0.025756036,0.000354677,0.088023473,0.020873422,7.846468653,6.722413514,126914.5262,0.94506263,14913.36842,
53,0.057134966,0.015612523,0.047980531,0.052282438,0.022446696,4.306436367,3.887515775,267279.8221,0.00060689,14913.71929,
322,0.05361109,0.018682686,0.001752974,0.089298279,0.02222993,16.04504256,14.2323931,4251.901889,0.667298043,14913.83256,
268,0.00249137,0.061125687,0.077496686,0.020065974,0.023631134,74.2351637,63.62264185,0.166640353,0.027821921,14914.97396,
134,0.014876556,0.043966744,0.058069134,0.051071313,0.021387401,7.289654223,6.102785753,0.884665104,1.121261071,14915.006,
2,0.029128375,0.032497432,0.00945213,0.0856524,0.022062817,136.4115805,122.6119229,3.892000924,2.149946192,14915.52118,
95,0.0004407,0.063223384,0.011088013,0.086395856,0.021592533,30.75373331,27.89681242,3600.916921,21.14826608,14916.19138,
443,0.071101892,0.000306225,0.058093847,0.043465807,0.020779237,68.72430837,55.93794379,0.924729432,0.558681982,14918.23719,
149,0.0266262,0.046535694,2.11E-05,0.081996962,0.022342122,225.6525955,195.5001132,301.1724421,110.8881135,14918.29812,
286,0.018183708,0.043480488,0.103467486,0.000284023,0.02192167,5261.3208,4659.535604,0.004165254,0.00116381,14919.1977,
456,0.023019594,0.041372113,0.019619079,0.079112577,0.021931193,10.59552169,9.650839758,1999.225687,0.000821328,14919.27775,
19,0.000354332,0.064283354,4.69E-07,0.091861843,0.022005856,475.0139606,411.2313868,0.01139449,0.004161236,14919.49309,
296,0.056390806,0.017635814,0.093411569,0.00901275,0.021326922,24.87657304,22.04427118,4.911548922,16.48037804,14919.50821,
17,0.064034035,0.003744402,0.096393511,0.006270246,0.021955785,9714.940856,8532.468972,2.41E-06,0.005666867,14920.90587,
196,0.106820637,4.40E-07,0.121386855,7.54E-11,0.021809751,6.961554978,5.436091868,11427307203,6.14E-14,14921.9655,
107,0.00237968,0.066882467,0.096274106,4.61E-05,0.022789635,58.84819413,56.23382491,20.42497455,30.27067977,14921.99594,
156,0.000853463,0.046410119,7.56E-06,0.104140569,0.020178574,848.634912,742.4668735,3.787468749,1.269603709,14923.50087,
389,2.13E-08,0.05703104,0.098848267,0.008208797,0.021990144,348.6081912,303.7138596,0.727029022,1.007688889,14923.79736,
441,3.42E-05,0.070111226,1.05E-05,0.096039105,0.022042542,17.81429686,16.27139378,19756.13771,1.020019115,14924.47178,
52,0.032490396,0.032502024,0.061525529,0.045036279,0.022416231,963.7021596,813.2884482,0.334509396,0.295632265,14924.62134,
320,0.067441832,0.007103729,9.98E-07,0.089132742,0.022712566,168.0515462,165.3043204,268.9981542,200.8821125,14926.0087,
106,0.062658596,1.64E-05,3.32E-06,0.086194769,0.022305192,4708.088836,3869.27738,109.2292081,3.13E-06,14926.53326,
37,0.071258728,2.26E-06,1.75E-06,0.087822559,0.022027778,327.8440114,294.3981077,817.9403798,0.070258705,14927.53537,
451,0.001164606,0.068809444,2.24E-05,0.09459797,0.022408617,43.69797424,38.47081558,26.83958548,53.96146778,14929.3726,
482,0.059256372,0.005547615,0.114781533,0.014988531,0.02210245,34.11992793,25.62798405,1.385166591,2.357730352,14930.64645,
124,0.002076109,0.046096828,0.000301601,0.11464215,0.022427572,108.6435767,97.56044754,222.1385442,144.2878137,14930.93472,
321,0.064892543,0.002192567,0.005002402,0.093404792,0.021845723,35.87377318,32.25480942,19887.80756,0.036887607,14931.29646,
305,0.021165294,0.063144651,0.001222233,0.092440847,0.022931991,83.33972705,77.31710372,218.655156,0.055852644,14932.37244,
153,0.050481225,0.002751494,0.096432798,0.025019043,0.021146032,24.26292863,20.45113624,18781.92174,0.002242385,14933.73367,
271,0.011363314,0.05052807,0.091279557,0.010092701,0.022066448,1109.526104,999.7023302,0.000340523,0.11142918,14933.83597,
31,8.83E-06,0.075312022,0.078021702,0.00015943,0.021996049,1278935641,1179854103,0.04659889,0.000313371,14936.78272,
127,0.041713251,0.026773393,0.098333468,0.016799022,0.021689012,4.772003656,4.104906214,17.71806747,746.0711145,14937.21229,
59,0.060204601,0.002347247,0.003908795,0.09647921,0.02132247,6081.350794,5657.515484,1.161993025,3.316454514,14938.93694,
98,0.024466645,0.037275544,0.044003057,0.054831664,0.022532764,95.83743049,88.50304441,0.402980926,1.433086645,14939.37934,
130,0.06339878,0.006560206,0.099216271,0.007176438,0.022076258,37.54112348,33.20655984,10080199.91,0.335447296,14945.00739,
212,0.000649433,0.055212957,0.001904906,0.093367739,0.02191098,99.42755639,91.14053717,7.543935673,32.93662706,14945.13691,
190,0.015045543,0.050196614,0.087608642,0.043869441,0.022394021,2.747409232,2.236336118,0.112485652,4.891542428,14945.35884,
493,0.007530802,0.084158818,0.084380477,0.025575995,0.021861109,329.1928483,307.4834714,12.94522618,15.60294191,14946.74916,
232,0.069941794,0.023793056,0.089831654,0.005144439,0.024418403,10.85022336,9.405870855,2.072487923,42.64974078,14953.71385,
30,0.064001898,0.000520692,0.065795696,0.040903909,0.022085173,20.01698759,17.22777019,2.010017459,22.74406649,14954.20423,
60,0.056225815,0.026508487,0.021940815,0.072237561,0.022822836,1157.62496,1067.998028,0.001797528,0.263350783,14954.24048,
16,0.042120279,0.032430849,0.008078438,0.076695296,0.026666861,15.23659899,12.60679305,1.217999081,5.877840007,14954.33535,
454,0.147530785,0.002831022,0.058200742,0.006012233,0.022390345,8.329529448,6.209567219,31.89853208,0.633524195,14954.46217,
336,0.100630674,0.021179674,0.090430766,4.08E-06,0.019739113,27.04502933,24.96638785,5.73986956,8.827744752,14955.74524,
422,0.060342796,0.013782128,0.007417003,0.079570401,0.022281696,568.9429994,507.7365982,0.002201066,0.490007909,14957.39021,
278,0.010117986,0.054750647,0.085650193,0.023007251,0.021448579,7.050531271,6.241411348,1.386983097,44.33981781,14959.0515,
94,0.024194742,0.044172088,0.000181495,0.107022487,0.019623154,45.16112365,38.7667785,0.00978795,1.097959563,14974.27072,
150,0.028026987,0.003702327,0.107231172,0.024710803,0.021097808,75.09777569,64.10915844,0.824568451,2.404012591,14975.40412,
128,0.065885264,0.016342043,0.009042452,0.091732696,0.019709394,5.492053581,4.684721495,0.890908756,85.7914862,14987.76903,
478,0.054262505,0.012929686,0.006509423,0.096167086,0.021904215,16.45178505,14.93675784,0.03763891,7.153726225,14988.51399,
337,0.066358383,0.014818701,0.096971728,0.004799609,0.022208563,21.09245385,17.88631669,0.344545294,40.78521467,14993.08222,
185,9.35E-06,0.108006681,1.58E-09,0.059691483,0.025191232,3883.907521,3493.277956,2214759.639,3286933.451,14994.13469,
486,0.144318095,4.58E-05,0.070172432,0.007735783,0.018165988,1270.292838,1073.627288,133.5003852,4.32E-08,15019.83599,
64,0.006184184,0.044766006,0.051048872,0.058238744,0.020804195,105.0754022,95.08152522,0.39798197,49.75293148,15030.19714,
51,0.036557245,0.028198937,0.015934205,0.08186761,0.021895348,13.15393539,11.9737334,0.019749204,31.23052256,15035.2555,
267,0.061454418,0.000240619,0.168858823,0.000685543,0.023352433,12.11465295,10.01381569,17.12336487,2921.487648,15045.07361,
293,0.03592498,0.057881944,0.032228816,0.04570982,0.026022143,408.1709626,324.3643569,0.227982704,40.54773405,15066.69967,
223,1.83E-07,0.100079931,5.13E-15,0.073228291,0.021948641,77019.62876,71878.99549,4536.902864,525262.0282,15073.43705,
373,0.000967612,0.067472747,0.097067065,0.035151614,0.02137109,4.720966792,4.118713564,18.99635145,15701.43949,15073.91823,
368,0.059471324,0.000411805,0.000192845,0.121681899,0.020918079,372.2333108,352.6657685,0.013920882,52.14250185,15083.37847,
146,0.000997028,0.090784072,0.000420331,0.098893832,0.021797665,210.3275569,196.7614913,0.229972887,575.2432158,15120.41912,
63,0.046975694,0.019606118,0.017213048,0.083830433,0.022381347,3.096659184,2.664752175,0.114742888,13855.00822,15143.41015,
292,0.07712975,0.030762103,0.022637749,0.088018755,0.023275555,2.54223353,2.42232155,0.032675795,7109.999637,15173.41124,
129,0.073363194,0.036932219,1.00E-06,0.13777195,0.035403374,18221187.12,11460096.74,5.773583304,1.35E-05,15229.53984,
416,6.50E-05,0.053162167,0.1159427,0.01646849,0.02256441,108.69028,84.2264716,0.087375886,23284.21635,15238.12433,
318,0.242699551,0.004810202,0.404097794,0.095122044,0.003893843,0.206458769,0.214987173,16.66824468,427.3268366,15306.50888,
259,5.82E-08,0.100397905,0.069906743,0.0488479,0.013389675,74.07419272,38.72200023,4.94986E+11,6.03E-07,15318.27812,
285,0.068758316,0.036113028,0.117903956,0.000207495,0.021617047,24.61592117,21.80337998,7.27E-09,4584982.042,15393.90762,
294,0.465387531,1.483776691,0.442887912,1.422451163,0.025313229,0.015534641,0.00500013,118.5980184,17.43176685,15639.04664,
116,0.797778982,0.079559491,1.255886619,0.007866579,0.018858722,0.617501181,0.205499884,43.39603827,49.53520544,15663.29017,
390,0.754142232,0.004540754,0.127666454,0.072802878,0.01723981,261.6657129,84.01795958,71.20799726,0.026649681,15991.87619,
297,0.039526376,7.91081079,0.071106553,8.266509466,0.022808665,0.020990676,0.012867443,5.40670627,4.230813966,16145.0613,